Gene stable ID,Transcript stable ID,Transcript start (bp),Transcript end (bp),length
MGG_05049,MGG_05049T0,4419607,4423994,4387
MGG_00537,MGG_00537T0,2541299,2544221,2922
MGG_00537,MGG_00537T1,2541299,2544221,2922
MGG_02656,MGG_02656T0,2030012,2038413,8401
MGG_15848,MGG_15848T0,6270490,6271848,1358
MGG_17036,MGG_17036T0,601716,602004,288
MGG_15210,MGG_15210T0,1094277,1096180,1903
MGG_16741,MGG_16741T0,2322093,2323512,1419
MGG_00020,MGG_00020T0,4415242,4417054,1812
MGG_05116,MGG_05116T0,4653062,4655884,2822
MGG_12114,MGG_12114T0,2438217,2438698,481
MGG_11859,MGG_11859T0,2734517,2736366,1849
MGG_10322,MGG_10322T0,110726,112776,2050
MGG_05960,MGG_05960T0,2121253,2127582,6329
MGG_03126,MGG_03126T0,2981452,2983999,2547
MGG_12599,MGG_12599T0,1659283,1661633,2350
MGG_16845,MGG_16845T0,4353016,4353848,832
MGG_13019,MGG_13019T0,4908384,4909377,993
MGG_09367,MGG_09367T0,3535478,3536623,1145
MGG_06746,MGG_06746T0,2586475,2587175,700
MGG_07609,MGG_07609T0,1197235,1198162,927
MGG_06862,MGG_06862T1,3016024,3019380,3356
MGG_06862,MGG_06862T0,3016254,3019070,2816
MGG_05686,MGG_05686T0,6117871,6120070,2199
MGG_06340,MGG_06340T0,4097635,4098309,674
MGG_10216,MGG_10216T0,395045,396878,1833
MGG_03048,MGG_03048T0,501315,504766,3451
MGG_05108,MGG_05108T0,4623670,4624305,635
MGG_17870,MGG_17870T0,298410,298791,381
MGG_03116,MGG_03116T0,3020439,3023526,3087
MGG_05101,MGG_05101T0,4609060,4610465,1405
MGG_12137,MGG_12137T0,2110846,2112742,1896
MGG_02392,MGG_02392T0,1673905,1674361,456
MGG_01328,MGG_01328T0,3114666,3115877,1211
MGG_11040,MGG_11040T0,5443922,5445811,1889
MGG_06257,MGG_06257T0,4382150,4384646,2496
MGG_01991,MGG_01991T0,162587,164737,2150
MGG_06723,MGG_06723T0,2513963,2514860,897
MGG_03418,MGG_03418T0,1937686,1939836,2150
MGG_09946,MGG_09946T0,4442095,4443542,1447
MGG_03502,MGG_03502T0,1669286,1671964,2678
MGG_09516,MGG_09516T0,3417457,3420496,3039
MGG_02273,MGG_02273T0,1225925,1226720,795
MGG_09539,MGG_09539T0,3334916,3336588,1672
MGG_16201,MGG_16201T0,3114383,3116033,1650
MGG_17706,MGG_17706T0,2166971,2167324,353
MGG_02763,MGG_02763T0,1602135,1604539,2404
MGG_14793,MGG_14793T0,3967514,3968003,489
MGG_09793,MGG_09793T0,4107318,4108248,930
MGG_07244,MGG_07244T0,6929492,6930755,1263
MGG_11472,MGG_11472T0,1200784,1201746,962
MGG_07335,MGG_07335T0,7301369,7304443,3074
MGG_06131,MGG_06131T1,2673639,2677115,3476
MGG_06131,MGG_06131T0,2673639,2677115,3476
MGG_06131,MGG_06131T2,2673639,2677115,3476
MGG_14388,MGG_14388T0,4282,4975,693
MGG_17851,MGG_17851T0,101571,102244,673
MGG_04892,MGG_04892T0,3867535,3868096,561
MGG_16071,MGG_16071T0,1064430,1064738,308
MGG_07711,MGG_07711T0,5498178,5500694,2516
MGG_03208,MGG_03208T0,2686771,2689647,2876
MGG_06968,MGG_06968T0,3404861,3407353,2492
MGG_16345,MGG_16345T0,5055988,5056800,812
MGG_17239,MGG_17239T0,4831098,4831615,517
MGG_16959,MGG_16959T0,6180451,6180756,305
MGG_15085,MGG_15085T0,6992514,6996236,3722
MGG_09926,MGG_09926T0,4364015,4366782,2767
MGG_17060,MGG_17060T1,1256410,1262257,5847
MGG_17060,MGG_17060T0,1258004,1261454,3450
MGG_09968,MGG_09968T0,5120230,5121173,943
MGG_11685,MGG_11685T0,4300135,4302187,2052
MGG_02125,MGG_02125T0,640259,642154,1895
MGG_01318,MGG_01318T0,3086294,3087637,1343
MGG_16743,MGG_16743T0,2352637,2356447,3810
MGG_01867,MGG_01867T0,5152667,5155251,2584
MGG_10803,MGG_10803T0,7439128,7440758,1630
MGG_08467,MGG_08467T0,318464,319699,1235
MGG_14270,MGG_14270T0,7712145,7714552,2407
MGG_02043,MGG_02043T0,351965,353190,1225
MGG_16661,MGG_16661T0,1112221,1113502,1281
MGG_14438,MGG_14438T0,1344967,1345457,490
MGG_15168,MGG_15168T0,6345285,6346545,1260
MGG_10204,MGG_10204T0,1756631,1757888,1257
MGG_02518,MGG_02518T0,2178691,2181970,3279
MGG_08562,MGG_08562T0,673180,675910,2730
MGG_03508,MGG_03508T0,1654334,1657369,3035
MGG_06843,MGG_06843T0,2959240,2961797,2557
MGG_03506,MGG_03506T0,1660843,1662672,1829
MGG_17556,MGG_17556T0,2025,2525,500
MGG_15728,MGG_15728T0,3902741,3905510,2769
MGG_01012,MGG_01012T0,825329,829847,4518
MGG_03093,MGG_03093T0,328465,329914,1449
MGG_14706,MGG_14706T0,3566523,3567777,1254
MGG_08276,MGG_08276T0,8039187,8041139,1952
MGG_01233,MGG_01233T1,2777514,2780191,2677
MGG_01233,MGG_01233T0,2777514,2780191,2677
MGG_10183,MGG_10183T0,1681863,1683780,1917
MGG_09139,MGG_09139T0,57169,60032,2863
MGG_08313,MGG_08313T0,7905160,7906544,1384
MGG_10663,MGG_10663T0,4581078,4582865,1787
MGG_07517,MGG_07517T0,895434,898705,3271
MGG_09055,MGG_09055T0,2549731,2551125,1394
MGG_00362,MGG_00362T0,3125140,3126906,1766
MGG_11561,MGG_11561T0,2555800,2561790,5990
MGG_09540,MGG_09540T0,3331617,3334674,3057
MGG_04956,MGG_04956T0,4062962,4065356,2394
MGG_09193,MGG_09193T0,3691516,3693894,2378
MGG_00779,MGG_00779T0,1659587,1661946,2359
MGG_05575,MGG_05575T0,5695668,5696561,893
MGG_03509,MGG_03509T0,1650649,1652220,1571
MGG_01244,MGG_01244T0,2822940,2827111,4171
MGG_03427,MGG_03427T0,1903830,1905624,1794
MGG_06538,MGG_06538T0,3353003,3353851,848
MGG_06832,MGG_06832T0,2919178,2921521,2343
MGG_05572,MGG_05572T0,5688050,5691019,2969
MGG_17840,MGG_17840T0,3988838,3989800,962
MGG_07677,MGG_07677T0,1486680,1487459,779
MGG_16507,MGG_16507T0,6991634,6992821,1187
MGG_10676,MGG_10676T0,84253,85012,759
MGG_08108,MGG_08108T0,5716718,5717820,1102
MGG_04312,MGG_04312T0,1213081,1214445,1364
MGG_08055,MGG_08055T0,5546271,5547685,1414
MGG_03056,MGG_03056T0,471394,473720,2326
MGG_05941,MGG_05941T0,2049271,2051175,1904
MGG_15041,MGG_15041T0,2547905,2549171,1266
MGG_04641,MGG_04641T0,1112873,1114908,2035
MGG_03347,MGG_03347T0,2191141,2192677,1536
MGG_04544,MGG_04544T0,7267558,7269272,1714
MGG_13058,MGG_13058T0,5190600,5193667,3067
MGG_17298,MGG_17298T0,84277,84936,659
MGG_16733,MGG_16733T0,2234378,2236835,2457
MGG_08943,MGG_08943T0,2220588,2222379,1791
MGG_05045,MGG_05045T0,4404058,4404898,840
MGG_10289,MGG_10289T0,225599,227599,2000
MGG_00343,MGG_00343T0,3191170,3194347,3177
MGG_01891,MGG_01891T0,5237760,5238829,1069
MGG_04328,MGG_04328T0,1159235,1161115,1880
MGG_16966,MGG_16966T0,6261363,6262974,1611
MGG_06434,MGG_06434T0,3750192,3751219,1027
MGG_16809,MGG_16809T0,3627630,3628092,462
MGG_08291,MGG_08291T0,7988762,7989306,544
MGG_04411,MGG_04411T0,740620,741323,703
MGG_17260,MGG_17260T0,5142531,5142833,302
MGG_07402,MGG_07402T0,481523,482883,1360
MGG_15680,MGG_15680T0,3256372,3257343,971
MGG_15740,MGG_15740T0,4194654,4195479,825
MGG_04629,MGG_04629T0,7049641,7054409,4768
MGG_06045,MGG_06045T0,2386693,2388063,1370
MGG_16470,MGG_16470T0,6482390,6482852,462
MGG_00257,MGG_00257T0,3507005,3508382,1377
MGG_03360,MGG_03360T0,2140567,2143545,2978
MGG_06866,MGG_06866T0,3028417,3030059,1642
MGG_00544,MGG_00544T0,2518124,2518878,754
MGG_03481,MGG_03481T0,1724797,1727931,3134
MGG_17086,MGG_17086T0,1730217,1731350,1133
MGG_16283,MGG_16283T0,4210294,4210756,462
MGG_03852,MGG_03852T0,2820417,2822333,1916
MGG_17579,MGG_17579T0,353926,354490,564
MGG_15505,MGG_15505T0,184878,186028,1150
MGG_02216,MGG_02216T1,7468334,7470031,1697
MGG_02216,MGG_02216T0,7468334,7470031,1697
MGG_15787,MGG_15787T0,5252666,5254204,1538
MGG_14814,MGG_14814T0,4562482,4564609,2127
MGG_01764,MGG_01764T0,4753582,4755186,1604
MGG_02056,MGG_02056T0,414777,417691,2914
MGG_17057,MGG_17057T0,1221139,1222366,1227
MGG_15362,MGG_15362T0,495175,495910,735
MGG_09674,MGG_09674T0,2980109,2981934,1825
MGG_13033,MGG_13033T0,5033560,5035361,1801
MGG_14404,MGG_14404T0,4530559,4532739,2180
MGG_02272,MGG_02272T0,1223228,1224871,1643
MGG_17834,MGG_17834T0,3873438,3874256,818
MGG_16624,MGG_16624T0,556508,556771,263
MGG_05607,MGG_05607T0,5834059,5836772,2713
MGG_10356,MGG_10356T0,13745,15214,1469
MGG_00097,MGG_00097T0,4147387,4149294,1907
MGG_09156,MGG_09156T0,45386,47322,1936
MGG_00778,MGG_00778T0,1662143,1664222,2079
MGG_16320,MGG_16320T0,4747669,4747984,315
MGG_07733,MGG_07733T0,5559978,5561103,1125
MGG_12646,MGG_12646T0,2157070,2161065,3995
MGG_06320,MGG_06320T0,4167716,4172804,5088
MGG_16756,MGG_16756T0,2528718,2532087,3369
MGG_00697,MGG_00697T0,1944616,1946033,1417
MGG_05683,MGG_05683T0,6106830,6111943,5113
MGG_07346,MGG_07346T0,7345406,7346584,1178
MGG_00266,MGG_00266T0,3470340,3471323,983
MGG_18023,MGG_18023T0,2311725,2312066,341
MGG_09029,MGG_09029T0,2646350,2647960,1610
MGG_10312,MGG_10312T0,160839,163047,2208
MGG_13974,MGG_13974T0,453595,453954,359
MGG_16005,MGG_16005T0,275467,276201,734
MGG_10299,MGG_10299T0,200975,201926,951
MGG_17414,MGG_17414T0,2324773,2325112,339
MGG_04458,MGG_04458T0,855390,856943,1553
MGG_09778,MGG_09778T0,5210018,5212474,2456
MGG_16663,MGG_16663T0,1133694,1133977,283
MGG_05209,MGG_05209T0,4969262,4972719,3457
MGG_14831,MGG_14831T0,4727521,4735490,7969
MGG_00467,MGG_00467T0,2792794,2796063,3269
MGG_01679,MGG_01679T0,4440954,4442105,1151
MGG_09706,MGG_09706T0,5431375,5433745,2370
MGG_02218,MGG_02218T0,978596,979600,1004
MGG_10334,MGG_10334T0,66108,68154,2046
MGG_11915,MGG_11915T0,1721715,1721981,266
MGG_00884,MGG_00884T0,1252569,1255384,2815
MGG_14737,MGG_14737T0,596943,598790,1847
MGG_12300,MGG_12300T0,5876463,5878523,2060
MGG_01006,MGG_01006T0,846406,847556,1150
MGG_08983,MGG_08983T0,2366817,2368288,1471
MGG_04648,MGG_04648T0,1130902,1133200,2298
MGG_13192,MGG_13192T0,2799343,2802321,2978
MGG_03705,MGG_03705T0,959801,963159,3358
MGG_00839,MGG_00839T0,1435257,1436601,1344
MGG_01506,MGG_01506T0,3849072,3850723,1651
MGG_09734,MGG_09734T0,5359661,5363869,4208
MGG_17090,MGG_17090T0,1813197,1813782,585
MGG_03930,MGG_03930T0,2530080,2530753,673
MGG_09412,MGG_09412T0,3363182,3366351,3169
MGG_10477,MGG_10477T0,367484,368433,949
MGG_01311,MGG_01311T0,3063434,3066720,3286
MGG_11674,MGG_11674T0,4170304,4171256,952
MGG_07202,MGG_07202T0,6745651,6748078,2427
MGG_09964,MGG_09964T0,5133368,5135572,2204
MGG_03494,MGG_03494T0,1688851,1690991,2140
MGG_01977,MGG_01977T0,112793,115063,2270
MGG_18028,MGG_18028T0,2350099,2350697,598
MGG_16239,MGG_16239T0,3551644,3552866,1222
MGG_05248,MGG_05248T0,5147450,5148999,1549
MGG_09833,MGG_09833T0,3967172,3969282,2110
MGG_10856,MGG_10856T0,6509322,6510265,943
MGG_04185,MGG_04185T0,1673236,1677529,4293
MGG_14703,MGG_14703T0,3383773,3385084,1311
MGG_12392,MGG_12392T0,7005704,7009724,4020
MGG_04806,MGG_04806T0,1468996,1470660,1664
MGG_09303,MGG_09303T0,4150396,4154256,3860
MGG_16116,MGG_16116T0,1689812,1694452,4640
MGG_05528,MGG_05528T0,5517021,5518448,1427
MGG_16061,MGG_16061T0,959101,959665,564
MGG_16830,MGG_16830T0,3993092,3995998,2906
MGG_03374,MGG_03374T0,2104122,2105708,1586
MGG_08647,MGG_08647T0,7667174,7668680,1506
MGG_17496,MGG_17496T0,3586660,3587498,838
MGG_15293,MGG_15293T0,7449314,7450606,1292
MGG_11216,MGG_11216T0,3383993,3386822,2829
MGG_14609,MGG_14609T0,381703,383049,1346
MGG_05044,MGG_05044T0,4397062,4402374,5312
MGG_09902,MGG_09902T0,4281230,4282411,1181
MGG_17938,MGG_17938T0,1114845,1116286,1441
MGG_16374,MGG_16374T0,5378039,5379762,1723
MGG_07885,MGG_07885T0,6149757,6152424,2667
MGG_14151,MGG_14151T0,60074,62621,2547
MGG_14667,MGG_14667T0,2158127,2159563,1436
MGG_12163,MGG_12163T0,1735204,1735939,735
MGG_01423,MGG_01423T0,3479368,3481955,2587
MGG_13948,MGG_13948T0,273380,274744,1364
MGG_00294,MGG_00294T0,3377612,3379624,2012
MGG_08287,MGG_08287T0,7997015,7999136,2121
MGG_08287,MGG_08287T1,7997015,7999136,2121
MGG_10321,MGG_10321T0,115984,117756,1772
MGG_02517,MGG_02517T0,2174588,2178540,3952
MGG_17459,MGG_17459T0,2957001,2957712,711
MGG_05570,MGG_05570T0,5684010,5685054,1044
MGG_17954,MGG_17954T0,1347780,1348739,959
MGG_17857,MGG_17857T0,189033,189549,516
MGG_15350,MGG_15350T0,352363,352812,449
MGG_12679,MGG_12679T0,2597948,2599596,1648
MGG_02922,MGG_02922T0,1022601,1024565,1964
MGG_03225,MGG_03225T0,2630055,2632807,2752
MGG_08589,MGG_08589T0,786381,788212,1831
MGG_07287,MGG_07287T0,7107865,7111374,3509
MGG_15964,MGG_15964T0,8121703,8122359,656
MGG_05600,MGG_05600T0,5806807,5809596,2789
MGG_08464,MGG_08464T0,306312,307475,1163
MGG_17982,MGG_17982T0,1737994,1739776,1782
MGG_00529,MGG_00529T0,2588732,2593492,4760
MGG_04332,MGG_04332T0,1149149,1150249,1100
MGG_03178,MGG_03178T0,2796726,2799302,2576
MGG_02692,MGG_02692T0,1860983,1862461,1478
MGG_05938,MGG_05938T0,2041548,2043003,1455
MGG_10774,MGG_10774T0,120478,121095,617
MGG_03881,MGG_03881T0,2721796,2726137,4341
MGG_07937,MGG_07937T0,6297508,6298810,1302
MGG_16744,MGG_16744T0,2356375,2360053,3678
MGG_15040,MGG_15040T0,2540796,2542388,1592
MGG_17832,MGG_17832T0,3855627,3856347,720
MGG_10766,MGG_10766T0,99134,101457,2323
MGG_11343,MGG_11343T0,1598986,1601675,2689
MGG_15263,MGG_15263T0,6211868,6213206,1338
MGG_00844,MGG_00844T0,1422245,1425594,3349
MGG_01578,MGG_01578T0,4069441,4071729,2288
MGG_18120,MGG_18120T0,235600,236144,544
MGG_03067,MGG_03067T0,405163,410698,5535
MGG_00174,MGG_00174T0,3864672,3867707,3035
MGG_02234,MGG_02234T0,1088680,1089434,754
MGG_17520,MGG_17520T0,3854710,3854964,254
MGG_16610,MGG_16610T0,433230,434563,1333
MGG_16410,MGG_16410T0,5691858,5694792,2934
MGG_09330,MGG_09330T0,3658407,3660362,1955
MGG_10447,MGG_10447T0,273275,275075,1800
MGG_13510,MGG_13510T0,1284940,1287203,2263
MGG_16237,MGG_16237T0,3538047,3540488,2441
MGG_07103,MGG_07103T0,6374649,6379768,5119
MGG_10051,MGG_10051T0,4793059,4794502,1443
MGG_17049,MGG_17049T0,890304,892130,1826
MGG_16509,MGG_16509T0,7027086,7028143,1057
MGG_12828,MGG_12828T0,3597340,3599896,2556
MGG_10187,MGG_10187T0,1689939,1693298,3359
MGG_01052,MGG_01052T0,670734,673381,2647
MGG_06220,MGG_06220T0,2988012,2989340,1328
MGG_15531,MGG_15531T0,661107,661786,679
MGG_07220,MGG_07220T0,6851130,6853007,1877
MGG_09916,MGG_09916T0,4328196,4329917,1721
MGG_17580,MGG_17580T0,359802,360779,977
MGG_01298,MGG_01298T0,3018968,3020522,1554
MGG_18091,MGG_18091T0,3302793,3303149,356
MGG_16789,MGG_16789T0,3193540,3194136,596
MGG_09360,MGG_09360T0,3554370,3556130,1760
MGG_10701,MGG_10701T0,3778476,3779591,1115
MGG_16928,MGG_16928T0,5731837,5732321,484
MGG_03416,MGG_03416T0,1942770,1943494,724
MGG_03746,MGG_03746T0,3199621,3200906,1285
MGG_14711,MGG_14711T0,3666132,3668607,2475
MGG_01110,MGG_01110T0,484435,485432,997
MGG_01690,MGG_01690T0,4469092,4470400,1308
MGG_08214,MGG_08214T0,8273926,8274398,472
MGG_17025,MGG_17025T0,379262,379850,588
MGG_02720,MGG_02720T0,1752484,1753560,1076
MGG_05157,MGG_05157T0,4786773,4787808,1035
MGG_16076,MGG_16076T0,1140761,1141469,708
MGG_16379,MGG_16379T0,5427157,5427537,380
MGG_04831,MGG_04831T0,1514894,1519034,4140
MGG_08152,MGG_08152T0,5869162,5870871,1709
MGG_10685,MGG_10685T0,52295,55088,2793
MGG_10916,MGG_10916T0,25060,27571,2511
MGG_08367,MGG_08367T0,7682876,7686370,3494
MGG_00867,MGG_00867T0,1324268,1325442,1174
MGG_08663,MGG_08663T0,7718823,7721811,2988
MGG_01292,MGG_01292T0,3000603,3003030,2427
MGG_07912,MGG_07912T0,6227669,6229757,2088
MGG_07398,MGG_07398T0,440595,441011,416
MGG_15367,MGG_15367T0,570350,570820,470
MGG_00296,MGG_00296T0,3371251,3374088,2837
MGG_10371,MGG_10371T0,486496,487418,922
MGG_05940,MGG_05940T0,2046997,2048493,1496
MGG_10806,MGG_10806T0,7473165,7476369,3204
MGG_02719,MGG_02719T0,1757375,1760180,2805
MGG_03389,MGG_03389T0,2053967,2055863,1896
MGG_08346,MGG_08346T0,7755087,7756466,1379
MGG_17639,MGG_17639T0,1251323,1252038,715
MGG_01997,MGG_01997T0,177112,178412,1300
MGG_16425,MGG_16425T0,5873909,5876050,2141
MGG_13884,MGG_13884T0,6064103,6064824,721
MGG_04070,MGG_04070T0,2053773,2056391,2618
MGG_02095,MGG_02095T0,549746,551004,1258
MGG_18080,MGG_18080T0,3168907,3169369,462
MGG_13308,MGG_13308T0,3027387,3029486,2099
MGG_00215,MGG_00215T0,3644516,3645530,1014
MGG_01114,MGG_01114T0,477580,479321,1741
MGG_06198,MGG_06198T0,2911667,2915224,3557
MGG_16267,MGG_16267T0,4061942,4062443,501
MGG_15935,MGG_15935T0,7741159,7741482,323
MGG_14595,MGG_14595T0,1097378,1098400,1022
MGG_08318,MGG_08318T0,7891274,7892747,1473
MGG_01667,MGG_01667T0,4391284,4392137,853
MGG_02521,MGG_02521T0,2192167,2194057,1890
MGG_16537,MGG_16537T0,7545797,7546324,527
MGG_17284,MGG_17284T0,5498444,5499821,1377
MGG_13782,MGG_13782T0,6980262,6982093,1831
MGG_07373,MGG_07373T0,356825,357490,665
MGG_07965,MGG_07965T0,6407372,6408641,1269
MGG_03597,MGG_03597T0,1325920,1328946,3026
MGG_06676,MGG_06676T0,2359578,2360582,1004
MGG_10429,MGG_10429T0,1042062,1044046,1984
MGG_12335,MGG_12335T0,6301705,6304679,2974
MGG_17288,MGG_17288T0,2486,3470,984
MGG_11317,MGG_11317T0,2007240,2010513,3273
MGG_14173,MGG_14173T0,3810008,3816378,6370
MGG_04608,MGG_04608T0,7102233,7106199,3966
MGG_06782,MGG_06782T0,2725152,2728181,3029
MGG_16630,MGG_16630T0,621350,622921,1571
MGG_15700,MGG_15700T0,3558789,3561085,2296
MGG_11999,MGG_11999T0,3610632,3612348,1716
MGG_06735,MGG_06735T0,2548294,2551310,3016
MGG_13591,MGG_13591T0,4690175,4697858,7683
MGG_04879,MGG_04879T0,3810887,3812405,1518
MGG_07646,MGG_07646T0,1315141,1317732,2591
MGG_13783,MGG_13783T0,6982367,6986377,4010
MGG_00156,MGG_00156T0,3919770,3920881,1111
MGG_10335,MGG_10335T0,63659,64003,344
MGG_10569,MGG_10569T0,2857281,2859431,2150
MGG_01906,MGG_01906T0,678866,680344,1478
MGG_17169,MGG_17169T0,3366306,3368307,2001
MGG_17814,MGG_17814T0,3692526,3693360,834
MGG_15461,MGG_15461T0,5572477,5573004,527
MGG_03432,MGG_03432T0,1888737,1891014,2277
MGG_03376,MGG_03376T0,2095415,2099540,4125
MGG_13798,MGG_13798T0,7127378,7129642,2264
MGG_12142,MGG_12142T0,2051526,2052287,761
MGG_11774,MGG_11774T0,3600956,3603724,2768
MGG_08542,MGG_08542T0,579118,582900,3782
MGG_10276,MGG_10276T0,210054,210650,596
MGG_05203,MGG_05203T0,4947864,4949870,2006
MGG_05446,MGG_05446T0,5247553,5249219,1666
MGG_04933,MGG_04933T0,3998136,4001208,3072
MGG_16924,MGG_16924T0,5715911,5717351,1440
MGG_07603,MGG_07603T0,1172160,1173128,968
MGG_08146,MGG_08146T0,5846898,5849569,2671
MGG_06129,MGG_06129T0,2668740,2669961,1221
MGG_02536,MGG_02536T0,2458593,2462159,3566
MGG_04451,MGG_04451T0,841919,842353,434
MGG_11063,MGG_11063T0,562080,564289,2209
MGG_05283,MGG_05283T0,5265945,5268015,2070
MGG_03330,MGG_03330T0,2237117,2239027,1910
MGG_05827,MGG_05827T0,1627114,1628442,1328
MGG_16941,MGG_16941T0,5920222,5920803,581
MGG_00579,MGG_00579T0,2427502,2428710,1208
MGG_09850,MGG_09850T0,3886874,3892417,5543
MGG_13787,MGG_13787T0,7007368,7007529,161
MGG_03491,MGG_03491T0,1696215,1698562,2347
MGG_07011,MGG_07011T0,3569415,3571668,2253
MGG_08670,MGG_08670T0,486179,487775,1596
MGG_18033,MGG_18033T0,2462819,2463398,579
MGG_00190,MGG_00190T0,3792375,3793905,1530
MGG_15303,MGG_15303T0,7049153,7049803,650
MGG_15145,MGG_15145T0,4695879,4697165,1286
MGG_05405,MGG_05405T0,5110392,5112009,1617
MGG_06392,MGG_06392T0,3906682,3908765,2083
MGG_05170,MGG_05170T0,4832383,4833909,1526
MGG_16990,MGG_16990T0,6587114,6588795,1681
MGG_09743,MGG_09743T0,5334605,5335846,1241
MGG_12354,MGG_12354T0,6506027,6507225,1198
MGG_06544,MGG_06544T0,3335326,3337754,2428
MGG_09648,MGG_09648T0,3083269,3083995,726
MGG_17894,MGG_17894T0,708677,709335,658
MGG_11746,MGG_11746T0,3992914,3993592,678
MGG_13262,MGG_13262T0,1971358,1974149,2791
MGG_11351,MGG_11351T0,1454111,1457721,3610
MGG_17380,MGG_17380T0,1815810,1816732,922
MGG_16728,MGG_16728T0,2165326,2166973,1647
MGG_09486,MGG_09486T0,3515573,3516694,1121
MGG_17800,MGG_17800T0,3561973,3562556,583
MGG_16586,MGG_16586T0,40795,41498,703
MGG_01674,MGG_01674T0,4427747,4434712,6965
MGG_06360,MGG_06360T0,4028244,4033814,5570
MGG_13031,MGG_13031T0,5028014,5030618,2604
MGG_05530,MGG_05530T0,5520791,5522181,1390
MGG_08446,MGG_08446T0,234874,237048,2174
MGG_14513,MGG_14513T0,5246869,5248838,1969
MGG_00966,MGG_00966T0,977461,979646,2185
MGG_03677,MGG_03677T0,1047693,1049499,1806
MGG_09380,MGG_09380T0,3472589,3473772,1183
MGG_15036,MGG_15036T0,312682,313415,733
MGG_04013,MGG_04013T0,2234382,2235427,1045
MGG_04564,MGG_04564T0,7178444,7181958,3514
MGG_08372,MGG_08372T0,7667434,7667807,373
MGG_02339,MGG_02339T0,1453822,1454437,615
MGG_09146,MGG_09146T0,294127,295792,1665
MGG_10412,MGG_10412T0,984616,987741,3125
MGG_03044,MGG_03044T0,517080,518701,1621
MGG_03584,MGG_03584T0,1383267,1385439,2172
MGG_09459,MGG_09459T0,3607101,3608433,1332
MGG_14069,MGG_14069T0,436422,439844,3422
MGG_15121,MGG_15121T0,4394771,4396114,1343
MGG_00432,MGG_00432T0,2911199,2912691,1492
MGG_07737,MGG_07737T0,5575542,5583964,8422
MGG_07061,MGG_07061T0,6224824,6227667,2843
MGG_07744,MGG_07744T0,5608651,5610770,2119
MGG_01801,MGG_01801T0,4880450,4882936,2486
MGG_17797,MGG_17797T0,3520849,3521582,733
MGG_08747,MGG_08747T0,271040,271805,765
MGG_05657,MGG_05657T0,6003061,6004203,1142
MGG_15418,MGG_15418T0,7830135,7831208,1073
MGG_08546,MGG_08546T0,593840,594450,610
MGG_00906,MGG_00906T0,1181465,1182947,1482
MGG_04038,MGG_04038T0,2152276,2154564,2288
MGG_04074,MGG_04074T0,2044497,2046236,1739
MGG_09124,MGG_09124T0,122206,128656,6450
MGG_05643,MGG_05643T0,5949269,5955726,6457
MGG_07598,MGG_07598T0,1157263,1158843,1580
MGG_16209,MGG_16209T0,3184937,3186396,1459
MGG_01369,MGG_01369T0,3285747,3287792,2045
MGG_06650,MGG_06650T0,2285683,2288124,2441
MGG_02120,MGG_02120T0,624601,626594,1993
MGG_02112,MGG_02112T0,588846,590368,1522
MGG_03457,MGG_03457T0,1801158,1802000,842
MGG_11732,MGG_11732T0,4104778,4106771,1993
MGG_02665,MGG_02665T0,1982609,1989019,6410
MGG_17577,MGG_17577T0,290394,291350,956
MGG_08429,MGG_08429T0,169922,172675,2753
MGG_09392,MGG_09392T0,3434642,3438387,3745
MGG_15094,MGG_15094T0,7505873,7507573,1700
MGG_00849,MGG_00849T0,1405081,1407212,2131
MGG_17108,MGG_17108T0,2147955,2148208,253
MGG_06953,MGG_06953T0,3355873,3356860,987
MGG_07723,MGG_07723T0,5531575,5533419,1844
MGG_09220,MGG_09220T0,3811848,3812228,380
MGG_13713,MGG_13713T0,647003,647851,848
MGG_07462,MGG_07462T0,728403,730331,1928
MGG_04468,MGG_04468T0,7397690,7401628,3938
MGG_14377,MGG_14377T0,525666,526153,487
MGG_04660,MGG_04660T0,1184263,1186458,2195
MGG_04170,MGG_04170T0,1728469,1730719,2250
MGG_02595,MGG_02595T0,2254748,2258489,3741
MGG_15807,MGG_15807T0,5474364,5476054,1690
MGG_01502,MGG_01502T0,3838923,3841824,2901
MGG_10494,MGG_10494T0,421742,424314,2572
MGG_03202,MGG_03202T0,2708359,2709549,1190
MGG_02764,MGG_02764T0,1599726,1601947,2221
MGG_05466,MGG_05466T0,5312837,5316015,3178
MGG_00390,MGG_00390T0,3028826,3029605,779
MGG_03956,MGG_03956T0,2436738,2437837,1099
MGG_10071,MGG_10071T0,4739085,4740683,1598
MGG_00373,MGG_00373T0,3085047,3089634,4587
MGG_09480,MGG_09480T0,3542586,3543980,1394
MGG_17920,MGG_17920T0,982663,983676,1013
MGG_02843,MGG_02843T0,1305803,1308195,2392
MGG_01887,MGG_01887T0,5215772,5219631,3859
MGG_00260,MGG_00260T0,3498496,3499755,1259
MGG_00949,MGG_00949T0,1027666,1029868,2202
MGG_13449,MGG_13449T0,1443724,1445858,2134
MGG_12745,MGG_12745T0,2580729,2582975,2246
MGG_07150,MGG_07150T0,6553881,6557868,3987
MGG_13894,MGG_13894T0,6144058,6146030,1972
MGG_10744,MGG_10744T0,84032,86406,2374
MGG_09384,MGG_09384T0,3460879,3462793,1914
MGG_10530,MGG_10530T0,4753929,4756237,2308
MGG_12869,MGG_12869T0,4336631,4340287,3656
MGG_04674,MGG_04674T0,1232895,1236680,3785
