"","Gene","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","Transcript.stable.ID","Transcript.start..bp.","Transcript.end..bp.","length"
"8031","MGG_10483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10483T0",390128,392189,2061
"8032","MGG_10484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,6,2,6,6,4,1,"MGG_10484T0",393699,394854,1155
"8033","MGG_10485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"MGG_10485T0",395118,398088,2970
"8034","MGG_10486",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,2,6,3,0,"MGG_10486T0",399744,402538,2794
"8035","MGG_10487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,"MGG_10487T0",403396,405208,1812
"8036","MGG_10488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10488T0",405655,407096,1441
"8037","MGG_10489",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,3,2,0,"MGG_10489T0",407116,410339,3223
"8038","MGG_10490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4,0,1,3,9,3,"MGG_10490T0",411086,412348,1262
"8039","MGG_10491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,"MGG_10491T0",413169,416125,2956
"8040","MGG_10492",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,0,0,2,0,0,3,4,0,"MGG_10492T0",416087,418086,1999
"8041","MGG_10493",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,4,2,2,2,2,0,"MGG_10493T0",418369,421485,3116
"8042","MGG_10494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,1,"MGG_10494T0",421742,424314,2572
"8043","MGG_10496",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,7,0,0,1,2,0,"MGG_10496T0",427034,428288,1254
"8044","MGG_10497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,16,0,33,41,4,"MGG_10497T0",428161,429381,1220
"8045","MGG_10498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"MGG_10498T0",429829,431256,1427
"8046","MGG_10499",3,5,1,4,2,5,1,6,7,2,3,1,2,2,3,3,0,0,0,1,0,4,2,0,"MGG_10499T0",432183,433943,1760
"8047","MGG_10500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10500T0",434009,435382,1373
"8048","MGG_10503",0,0,0,0,0,0,2,2,3,0,1,0,3,6,6,109,6,23,87,22,22,48,46,13,"MGG_10503T0",4631066,4632969,1903
"8049","MGG_10504",0,0,0,0,0,0,0,0,2,0,0,1,6,0,6,7,4,3,24,9,3,12,17,0,"MGG_10504T0",4633600,4637291,3691
"8050","MGG_10505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10505T0",4637655,4638948,1293
"8051","MGG_10506",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,2,0,5,1,2,"MGG_10506T0",4638956,4640978,2022
"8052","MGG_10507",0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,2,10,2,3,2,6,1,"MGG_10507T0",4641662,4645021,3359
"8053","MGG_10508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,4,3,0,0,"MGG_10508T0",4646250,4648314,2064
"8054","MGG_10509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10509T0",4649188,4650877,1689
"8055","MGG_10510",0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,1,0,3,0,1,0,0,0,"MGG_10510T0",4650914,4653004,2090
"8056","MGG_10514",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"MGG_10514T0",4678764,4680726,1962
"8057","MGG_10515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,"MGG_10515T0",4681358,4682826,1468
"8058","MGG_10516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10516T0",4684780,4686897,2117
"8059","MGG_10519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"MGG_10519T0",4692713,4694613,1900
"8060","MGG_10522",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,1,0,0,1,0,"MGG_10522T0",4704034,4706106,2072
"8061","MGG_10523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,"MGG_10523T0",4706322,4709185,2863
"8062","MGG_10524",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4,0,2,13,1,0,11,2,2,"MGG_10524T0",4710879,4711818,939
"8063","MGG_10525",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,1,2,12,4,2,10,7,1,"MGG_10525T0",4712090,4714681,2591
"8064","MGG_10526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,13,3,1,2,5,1,"MGG_10526T0",4716963,4722478,5515
"8065","MGG_10527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10527T0",4723607,4725631,2024
"8066","MGG_10528",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,2,0,1,0,0,1,2,0,"MGG_10528T0",4743458,4747869,4411
"8067","MGG_10529",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,2,3,3,1,"MGG_10529T0",4749932,4753165,3233
"8068","MGG_10530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,"MGG_10530T0",4753929,4756237,2308
"8069","MGG_10531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10531T0",4757323,4757874,551
"8070","MGG_10532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,"MGG_10532T0",4758477,4759863,1386
"8071","MGG_10533",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,"MGG_10533T0",4765830,4767912,2082
"8072","MGG_10534",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"MGG_10534T0",4768606,4770757,2151
"8073","MGG_10537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"MGG_10537T0",4734926,4737132,2206
"8074","MGG_10538",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,2,0,8,1,0,"MGG_10538T0",4737276,4740056,2780
"8075","MGG_10542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10542T0",4798853,4799391,538
"8076","MGG_10544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10544T0",4805889,4807583,1694
"8077","MGG_10546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10546T0",4811730,4812201,471
"8078","MGG_10547",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"MGG_10547T0",4812259,4815171,2912
"8079","MGG_10548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"MGG_10548T0",4815947,4817222,1275
"8080","MGG_10549",0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,4,0,1,1,0,0,0,2,0,"MGG_10549T0",4817662,4817994,332
"8081","MGG_10550",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"MGG_10550T0",4819048,4820493,1445
"8082","MGG_10551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10551T0",4823773,4824488,715
"8083","MGG_10555",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10555T0",2918092,2919174,1082
"8084","MGG_10556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10556T0",2917241,2917598,357
"8085","MGG_10557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10557T0",2914944,2915540,596
"8086","MGG_10558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10558T0",2910605,2913083,2478
"8087","MGG_10559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10559T0",2905393,2905923,530
"8088","MGG_10560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10560T0",2903150,2904428,1278
"8089","MGG_10561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10561T0",2901525,2903116,1591
"8090","MGG_10562",0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,2,4,4,2,0,1,2,"MGG_10562T0",2872945,2876520,3575
"8091","MGG_10563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"MGG_10563T0",2868944,2872465,3521
"8092","MGG_10563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"MGG_10563T1",2869104,2872465,3361
"8093","MGG_10564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10564T0",2866814,2868351,1537
"8094","MGG_10565",0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,12,6,0,14,5,1,3,8,0,"MGG_10565T0",2864789,2866477,1688
"8095","MGG_10568",0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,9,3,6,6,2,2,11,3,0,"MGG_10568T0",2859914,2861676,1762
"8096","MGG_10569",0,0,0,0,0,0,0,0,1,0,0,1,3,3,2,7,3,1,13,3,1,13,5,2,"MGG_10569T0",2857281,2859431,2150
"8097","MGG_10570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10570T0",2856147,2857430,1283
"8098","MGG_10571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"MGG_10571T0",2853347,2855288,1941
"8099","MGG_10572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"MGG_10572T0",2850756,2852273,1517
"8100","MGG_10573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"MGG_10573T0",2845190,2846819,1629
"8101","MGG_10574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,"MGG_10574T0",2844285,2844809,524
"8102","MGG_10575",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,"MGG_10575T0",2842359,2844017,1658
"8103","MGG_10577",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,"MGG_10577T0",2838075,2841388,3313
"8104","MGG_10578",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,1,0,2,0,0,"MGG_10578T0",2836184,2838072,1888
"8105","MGG_10579",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,2,0,2,5,5,0,"MGG_10579T0",2830521,2836140,5619
"8106","MGG_10580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10580T0",2827033,2829697,2664
"8107","MGG_10581",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,17,1,1,13,10,0,8,8,1,"MGG_10581T0",2823603,2826151,2548
"8108","MGG_10583",0,0,0,0,0,0,3,0,0,0,1,0,2,1,2,8,3,3,16,1,4,9,4,0,"MGG_10583T0",2816962,2819338,2376
"8109","MGG_10585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"MGG_10585T0",2806680,2807687,1007
"8110","MGG_10586",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,7,6,3,7,6,1,"MGG_10586T0",2805052,2806603,1551
"8111","MGG_10587",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,"MGG_10587T0",2801890,2803886,1996
"8112","MGG_10588",0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,10,0,1,7,2,3,8,10,2,"MGG_10588T0",2795046,2798554,3508
"8113","MGG_10589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10589T0",2791968,2793284,1316
"8114","MGG_10590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,"MGG_10590T0",2788132,2791667,3535
"8115","MGG_10591",0,0,0,0,0,0,0,0,4,0,0,0,2,1,5,20,1,6,44,10,4,28,34,3,"MGG_10591T0",2785118,2787428,2310
"8116","MGG_10592",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"MGG_10592T0",2780907,2782384,1477
"8117","MGG_10593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10593T0",2778912,2779574,662
"8118","MGG_10595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4,1,0,4,4,2,"MGG_10595T0",2771577,2774676,3099
"8119","MGG_10596",0,0,0,0,0,1,0,6,1,1,0,0,3,0,0,7,2,5,12,14,6,19,10,5,"MGG_10596T0",2764062,2769333,5271
"8120","MGG_10596",0,0,0,0,0,1,0,6,1,1,0,0,3,0,0,7,2,5,12,14,6,19,10,5,"MGG_10596T1",2763929,2767579,3650
"8121","MGG_10597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10597T0",2750829,2752200,1371
"8122","MGG_10598",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,2,1,1,"MGG_10598T0",2746627,2750221,3594
"8123","MGG_10600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"MGG_10600T0",2739831,2745228,5397
"8124","MGG_10601",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10601T0",2737319,2739594,2275
"8125","MGG_10604",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,1,1,4,1,1,6,4,0,"MGG_10604T0",6489366,6490142,776
"8126","MGG_10605",0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,5,0,0,6,0,0,7,2,1,"MGG_10605T0",6490239,6492448,2209
"8127","MGG_10607",0,0,0,0,0,0,0,0,1,0,0,1,1,4,4,22,3,5,37,12,6,30,30,3,"MGG_10607T0",6497008,6499221,2213
"8128","MGG_10609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10609T0",6507408,6509111,1703
"8129","MGG_10610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10610T0",6511206,6512342,1136
"8130","MGG_10613",0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,42,2,8,31,7,6,18,10,6,"MGG_10613T0",6532416,6533832,1416
"8131","MGG_10614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,3,1,2,0,3,0,"MGG_10614T0",6534779,6535819,1040
"8132","MGG_10615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10615T0",6536349,6537341,992
"8133","MGG_10618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10618T0",6541243,6542417,1174
"8134","MGG_10619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10619T0",6542474,6543309,835
"8135","MGG_10621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10621T0",6546761,6548342,1581
"8136","MGG_10627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10627T0",6553220,6556189,2969
"8137","MGG_10630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,"MGG_10630T0",6564003,6567142,3139
"8138","MGG_10632",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,5,1,2,3,2,1,7,2,0,"MGG_10632T0",6567002,6569875,2873
"8139","MGG_10633",0,0,0,0,0,0,0,0,3,0,0,0,4,1,3,7,1,2,5,9,2,17,6,4,"MGG_10633T0",6572179,6573627,1448
"8140","MGG_10634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10634T0",6575556,6578528,2972
"8141","MGG_10636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,2,0,3,5,0,"MGG_10636T0",6585096,6586328,1232
"8142","MGG_10637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,"MGG_10637T0",6586336,6587915,1579
"8143","MGG_10638",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,5,5,0,3,3,0,"MGG_10638T0",6588078,6590882,2804
"8144","MGG_10639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"MGG_10639T0",6590991,6593616,2625
"8145","MGG_10640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10640T0",6593837,6596176,2339
"8146","MGG_10641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10641T0",6598531,6599468,937
"8147","MGG_10646",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,5,1,3,4,8,0,"MGG_10646T0",4525194,4529616,4422
"8148","MGG_10647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,"MGG_10647T0",4529771,4531008,1237
"8149","MGG_10648",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,"MGG_10648T0",4530873,4533285,2412
"8150","MGG_10650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,42,4,1,18,16,5,"MGG_10650T0",4536930,4537323,393
"8151","MGG_10651",0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,9,3,1,5,3,0,3,3,1,"MGG_10651T0",4539503,4540776,1273
"8152","MGG_10652",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,4,2,1,3,4,0,"MGG_10652T0",4540581,4543342,2761
"8153","MGG_10653",0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,2,2,2,9,5,0,7,8,1,"MGG_10653T0",4543445,4545442,1997
"8154","MGG_10655",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,2,12,4,0,14,9,1,"MGG_10655T0",4555503,4557644,2141
"8155","MGG_10656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10656T0",4558077,4559906,1829
"8156","MGG_10657",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0,0,0,2,0,"MGG_10657T0",4563143,4564947,1804
"8157","MGG_10658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10658T0",4565083,4566917,1834
"8158","MGG_10659",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,2,1,1,0,"MGG_10659T0",4567431,4569920,2489
"8159","MGG_10660",0,0,1,0,0,1,0,0,4,0,0,0,5,4,6,24,14,6,69,45,37,96,72,14,"MGG_10660T0",4572932,4574735,1803
"8160","MGG_10661",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,"MGG_10661T0",4575855,4577290,1435
"8161","MGG_10662",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,2,8,3,6,15,5,1,"MGG_10662T0",4577183,4580557,3374
"8162","MGG_10663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"MGG_10663T0",4581078,4582865,1787
"8163","MGG_10664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"MGG_10664T0",4583560,4587442,3882
"8164","MGG_10665",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,2,0,0,1,2,0,"MGG_10665T0",4588412,4589836,1424
"8165","MGG_10666",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,3,1,2,2,0,"MGG_10666T0",4590279,4592274,1995
"8166","MGG_10668",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,2,1,"MGG_10668T0",4601388,4603588,2200
"8167","MGG_10669",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,1,0,1,2,0,"MGG_10669T0",115210,117665,2455
"8168","MGG_10671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,2,4,0,2,0,"MGG_10671T0",106462,108451,1989
"8169","MGG_10673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10673T0",92716,93741,1025
"8170","MGG_10674",0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,5,0,1,3,2,0,3,1,0,"MGG_10674T0",89211,92022,2811
"8171","MGG_10676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,4,0,0,3,0,"MGG_10676T0",84253,85012,759
"8172","MGG_10677",0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,11,4,0,13,8,1,"MGG_10677T0",80995,82604,1609
"8173","MGG_10678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,"MGG_10678T0",78509,80628,2119
"8174","MGG_10679",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10679T0",76082,76971,889
"8175","MGG_10680",0,0,0,0,0,0,0,0,5,0,0,1,8,10,14,28,7,11,60,25,5,35,39,7,"MGG_10680T0",74745,76237,1492
"8176","MGG_10681",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,"MGG_10681T0",71134,74471,3337
"8177","MGG_10683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10683T0",58267,60229,1962
"8178","MGG_10684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,"MGG_10684T0",55646,56870,1224
"8179","MGG_10685",0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,15,4,0,7,4,0,"MGG_10685T0",52295,55088,2793
"8180","MGG_10686",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,8,1,0,5,0,0,"MGG_10686T0",45216,50345,5129
"8181","MGG_10687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,"MGG_10687T0",43737,45050,1313
"8182","MGG_10689",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,7,1,0,5,4,1,"MGG_10689T0",37577,39547,1970
"8183","MGG_10692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,5,9,5,2,5,3,0,"MGG_10692T0",29437,31976,2539
"8184","MGG_10694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,1,0,"MGG_10694T0",3793545,3796830,3285
"8185","MGG_10696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,"MGG_10696T0",3790205,3792203,1998
"8186","MGG_10697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"MGG_10697T0",3788671,3790001,1330
"8187","MGG_10698",0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,0,1,6,3,1,1,3,0,"MGG_10698T0",3784595,3787022,2427
"8188","MGG_10699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"MGG_10699T0",3782292,3784004,1712
"8189","MGG_10700",0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,10,2,1,13,4,0,10,8,1,"MGG_10700T0",3780393,3781737,1344
"8190","MGG_10701",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,"MGG_10701T0",3778476,3779591,1115
"8191","MGG_10702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10702T0",3776187,3778162,1975
"8192","MGG_10704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,2,2,1,1,0,0,"MGG_10704T0",3768980,3770092,1112
"8193","MGG_10705",0,0,0,0,0,0,0,2,1,1,1,0,8,4,9,14,4,3,11,1,0,3,2,0,"MGG_10705T0",3764888,3766882,1994
"8194","MGG_10706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10706T0",3761965,3763654,1689
"8195","MGG_10709",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,"MGG_10709T0",3754014,3755956,1942
"8196","MGG_10710",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,3,8,0,2,4,2,"MGG_10710T0",3750848,3753045,2197
"8197","MGG_10712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,"MGG_10712T0",3744772,3746393,1621
"8198","MGG_10713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10713T0",3741624,3743045,1421
"8199","MGG_10716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,3,1,3,1,0,"MGG_10716T0",3735691,3736852,1161
"8200","MGG_10720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,1,0,0,"MGG_10720T0",3724747,3725981,1234
"8201","MGG_10721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"MGG_10721T0",3723428,3724580,1152
"8202","MGG_10723",0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,27,0,3,46,6,4,24,6,0,"MGG_10723T0",3719731,3720098,367
"8203","MGG_10724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10724T0",3716766,3718912,2146
"8204","MGG_10725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MGG_10725T0",127379,128061,682
